city_development_index,gender,relevent_experience,enrolled_university,education_level,experience,company_size,last_new_job,training_hours,target
0.92,Male,Has relevent experience,no_enrollment,Graduate,12,,3,12,1
0.624,Male,No relevent experience,no_enrollment,Graduate,7,5000-9999,3,34,0
0.913,Male,Has relevent experience,no_enrollment,Graduate,>20,50-99,1,9,0
0.624,Female,Has relevent experience,Full time course,Graduate,8,100-500,1,33,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,4,50-99,1,12,1
0.926,Female,Has relevent experience,no_enrollment,Graduate,10,10000+,>4,100,0
0.698,,No relevent experience,no_enrollment,Graduate,9,,4,31,0
0.92,Female,No relevent experience,no_enrollment,Graduate,1,,1,6,1
0.91,Male,Has relevent experience,no_enrollment,Graduate,17,50-99,2,92,0
0.926,,No relevent experience,Full time course,Graduate,1,Oct-49,1,14,0
0.794,Female,Has relevent experience,no_enrollment,Graduate,9,50-99,1,13,0
0.92,Male,Has relevent experience,Full time course,Graduate,8,,1,37,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,10,50-99,2,9,0
0.884,Male,Has relevent experience,no_enrollment,Graduate,10,100-500,4,238,0
0.754,,Has relevent experience,Full time course,Graduate,,,1,12,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,6,50-99,3,85,0
0.555,Male,Has relevent experience,Part time course,Graduate,2,Oct-49,1,19,1
0.92,Male,No relevent experience,Full time course,Graduate,5,Oct-49,1,113,1
0.767,Male,Has relevent experience,Part time course,Graduate,6,100-500,1,95,0
0.924,Male,No relevent experience,Full time course,High School,3,,never,30,0
0.887,Male,Has relevent experience,no_enrollment,Masters,12,<10,>4,61,0
0.924,Male,Has relevent experience,no_enrollment,Graduate,7,1000-4999,3,19,0
0.926,,Has relevent experience,no_enrollment,High School,14,<10,1,78,0
0.92,Male,No relevent experience,Full time course,Graduate,1,,1,43,0
0.949,,Has relevent experience,Part time course,Masters,18,100-500,1,306,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,9,50-99,1,20,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,2,50-99,2,21,1
0.836,Male,Has relevent experience,no_enrollment,Masters,5,10000+,1,31,0
0.926,Male,Has relevent experience,no_enrollment,Masters,13,100-500,1,106,0
0.92,,Has relevent experience,no_enrollment,Graduate,4,10000+,1,23,0
0.91,,Has relevent experience,no_enrollment,Masters,7,1000-4999,1,57,0
0.897,Male,No relevent experience,Part time course,Graduate,4,100-500,1,123,0
0.897,Male,Has relevent experience,no_enrollment,Masters,16,50-99,>4,102,0
0.878,Male,Has relevent experience,no_enrollment,Masters,15,Oct-49,>4,100,0
0.92,,Has relevent experience,no_enrollment,Masters,>20,1000-4999,1,23,1
0.739,Male,No relevent experience,Full time course,High School,3,,never,65,0
0.804,Male,Has relevent experience,no_enrollment,Graduate,11,1000-4999,1,21,0
0.897,,No relevent experience,Full time course,Masters,4,,,48,1
0.91,Male,Has relevent experience,no_enrollment,Graduate,15,Oct-49,1,13,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,6,1000-4999,2,24,1
0.698,,Has relevent experience,no_enrollment,Graduate,11,500-999,1,28,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,>20,500-999,1,14,0
0.926,Male,Has relevent experience,no_enrollment,Masters,>20,50-99,>4,43,0
0.624,,Has relevent experience,no_enrollment,Graduate,2,100-500,1,100,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,15,<10,1,40,1
0.624,Male,Has relevent experience,no_enrollment,Graduate,2,10000+,1,109,0
0.92,Male,No relevent experience,Full time course,High School,6,,1,166,0
0.926,,Has relevent experience,Full time course,High School,5,100-500,never,278,0
0.624,,Has relevent experience,no_enrollment,Masters,>20,,,20,1
0.926,,Has relevent experience,no_enrollment,Graduate,18,50-99,3,22,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,3,10000+,1,83,0
0.92,Male,No relevent experience,Full time course,Masters,5,Oct-49,1,62,0
0.926,Male,No relevent experience,no_enrollment,Masters,>20,,4,44,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,12,Oct-49,4,18,0
0.624,Male,No relevent experience,Full time course,Graduate,<1,100-500,never,32,0
0.92,,Has relevent experience,no_enrollment,Graduate,7,5000-9999,1,35,1
0.92,,No relevent experience,,Graduate,6,,,5,0
0.92,Male,No relevent experience,Part time course,Phd,11,Oct-49,3,13,0
0.843,Male,Has relevent experience,no_enrollment,Graduate,15,Oct-49,>4,166,0
0.92,,Has relevent experience,no_enrollment,Graduate,9,10000+,3,92,0
0.856,Male,Has relevent experience,no_enrollment,Masters,11,100-500,never,26,0
0.666,Male,Has relevent experience,no_enrollment,Graduate,5,,1,31,0
0.624,,Has relevent experience,no_enrollment,Graduate,4,10000+,2,28,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,19,100-500,4,18,0
0.866,Male,Has relevent experience,no_enrollment,Masters,10,100-500,4,43,1
0.884,,Has relevent experience,no_enrollment,Masters,4,,1,224,0
0.91,Female,Has relevent experience,no_enrollment,Graduate,5,100-500,1,41,0
0.92,Male,Has relevent experience,Full time course,Graduate,3,1000-4999,1,17,0
0.866,Male,Has relevent experience,no_enrollment,Masters,>20,100-500,>4,50,0
0.896,,Has relevent experience,no_enrollment,Graduate,15,<10,>4,34,0
0.827,Male,Has relevent experience,no_enrollment,High School,17,1000-4999,1,50,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,15,100-500,>4,16,0
0.802,,Has relevent experience,no_enrollment,Graduate,15,100-500,1,156,0
0.827,Male,No relevent experience,Full time course,High School,3,,never,23,0
0.91,,Has relevent experience,,Masters,>20,,4,72,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,15,100-500,1,134,1
0.926,Male,Has relevent experience,no_enrollment,High School,4,Oct-49,2,52,0
0.897,Male,No relevent experience,Full time course,Graduate,3,,1,80,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,8,,4,28,0
0.83,Male,Has relevent experience,no_enrollment,Graduate,16,50-99,1,56,0
0.91,Male,Has relevent experience,no_enrollment,Masters,>20,,2,324,0
0.698,Male,No relevent experience,no_enrollment,Masters,13,,3,37,1
0.887,Male,Has relevent experience,no_enrollment,Masters,11,50-99,2,12,0
0.92,Male,Has relevent experience,no_enrollment,Masters,>20,<10,4,91,0
0.92,,No relevent experience,no_enrollment,High School,2,,never,13,0
0.915,Male,No relevent experience,no_enrollment,Graduate,15,100-500,1,204,0
0.698,Male,Has relevent experience,no_enrollment,High School,11,<10,3,23,0
0.897,Male,No relevent experience,no_enrollment,Phd,>20,10000+,never,27,0
0.579,,No relevent experience,Part time course,Graduate,4,,1,28,1
0.827,,Has relevent experience,no_enrollment,Graduate,13,<10,1,206,0
0.855,Male,Has relevent experience,no_enrollment,Masters,10,<10,1,12,0
0.698,Male,Has relevent experience,no_enrollment,Masters,>20,1000-4999,>4,22,0
0.767,Male,Has relevent experience,no_enrollment,Graduate,3,<10,3,12,0
0.836,Male,Has relevent experience,no_enrollment,Graduate,19,Oct-49,2,132,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,>20,50-99,1,102,0
0.893,,Has relevent experience,Part time course,High School,,100-500,,94,0
0.878,Male,Has relevent experience,Full time course,High School,3,<10,1,45,0
0.92,Female,Has relevent experience,no_enrollment,Graduate,>20,,1,68,1
0.92,Female,Has relevent experience,no_enrollment,Graduate,2,,1,16,1
0.92,Male,No relevent experience,Full time course,High School,3,,2,78,1
0.624,Male,Has relevent experience,no_enrollment,Masters,3,<10,never,25,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,9,Oct-49,2,105,0
0.92,Female,No relevent experience,no_enrollment,Graduate,11,100-500,1,22,0
0.624,Male,No relevent experience,Full time course,Graduate,6,50-99,1,42,0
0.624,Male,Has relevent experience,no_enrollment,Masters,3,50-99,1,51,1
0.887,Male,Has relevent experience,no_enrollment,Graduate,3,Oct-49,1,168,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,5,50-99,1,46,0
0.884,Male,Has relevent experience,no_enrollment,Masters,18,,4,111,0
0.579,Male,Has relevent experience,no_enrollment,Graduate,6,10000+,1,202,1
0.624,Male,Has relevent experience,no_enrollment,Graduate,5,5000-9999,2,196,1
0.624,Male,Has relevent experience,no_enrollment,Masters,15,50-99,1,24,1
0.767,,Has relevent experience,Full time course,Masters,10,500-999,2,10,0
0.897,Male,Has relevent experience,no_enrollment,Masters,14,Oct-49,2,20,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,9,50-99,1,91,0
0.527,Male,No relevent experience,Part time course,Graduate,10,100-500,1,57,0
0.893,Male,Has relevent experience,no_enrollment,Graduate,>20,<10,never,11,0
0.92,Female,Has relevent experience,no_enrollment,Masters,10,500-999,2,41,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,5,50-99,1,40,1
0.856,Female,Has relevent experience,Full time course,Graduate,8,50-99,1,222,0
0.866,,No relevent experience,no_enrollment,Graduate,2,<10,1,55,0
0.92,,Has relevent experience,no_enrollment,Phd,>20,10000+,4,94,0
0.878,Male,Has relevent experience,no_enrollment,Masters,6,10000+,3,34,0
0.624,Male,Has relevent experience,Full time course,Graduate,5,50-99,2,32,1
0.92,Male,Has relevent experience,Part time course,Masters,>20,50-99,1,112,0
0.926,Male,Has relevent experience,no_enrollment,High School,>20,<10,1,64,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,>20,,>4,84,0
0.939,Female,Has relevent experience,no_enrollment,Graduate,14,5000-9999,1,25,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,2,10000+,2,28,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,>20,Oct-49,1,3,0
0.866,Male,Has relevent experience,no_enrollment,Masters,12,50-99,2,100,0
0.682,,Has relevent experience,no_enrollment,Graduate,12,<10,2,140,0
0.804,Male,Has relevent experience,no_enrollment,Masters,4,10000+,1,11,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,>20,,1,78,1
0.91,Male,No relevent experience,no_enrollment,Masters,>20,,>4,48,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,15,,2,30,0
0.55,Male,Has relevent experience,no_enrollment,Graduate,14,100-500,2,107,0
0.92,Male,No relevent experience,no_enrollment,Masters,10,100-500,1,87,1
0.802,Male,No relevent experience,,Graduate,6,100-500,>4,26,0
0.624,Male,Has relevent experience,Part time course,Graduate,6,10000+,1,23,0
0.897,Male,Has relevent experience,no_enrollment,Masters,>20,10000+,3,9,0
0.926,Male,Has relevent experience,no_enrollment,Masters,16,50-99,1,46,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,>20,,>4,26,1
0.743,,No relevent experience,,Graduate,2,,never,22,1
0.926,Male,Has relevent experience,no_enrollment,Masters,>20,100-500,>4,69,0
0.926,Male,Has relevent experience,no_enrollment,Masters,>20,<10,4,124,0
0.92,,No relevent experience,no_enrollment,Primary School,2,,never,18,0
0.926,Male,Has relevent experience,no_enrollment,Masters,14,100-500,1,106,0
0.827,,Has relevent experience,no_enrollment,Masters,>20,500-999,>4,160,0
0.92,,No relevent experience,no_enrollment,High School,1,,,78,0
0.926,Other,No relevent experience,no_enrollment,High School,5,1000-4999,3,39,0
0.923,Male,No relevent experience,Full time course,Graduate,4,,1,8,1
0.939,Male,Has relevent experience,no_enrollment,Masters,>20,,1,130,0
0.92,Female,Has relevent experience,no_enrollment,Graduate,4,100-500,3,70,0
0.92,Male,No relevent experience,Full time course,Graduate,3,,never,78,1
0.939,Male,Has relevent experience,no_enrollment,Graduate,4,Oct-49,1,122,0
0.92,Male,No relevent experience,no_enrollment,Graduate,16,10000+,>4,192,1
0.92,,Has relevent experience,no_enrollment,Graduate,13,100-500,>4,28,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,9,,never,32,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,>20,Oct-49,>4,12,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,4,50-99,1,67,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,>20,<10,>4,21,0
0.91,Male,Has relevent experience,no_enrollment,Masters,6,10000+,2,125,1
0.91,Male,Has relevent experience,no_enrollment,Graduate,20,,1,64,0
0.91,Male,No relevent experience,Full time course,Masters,>20,,2,10,1
0.939,Male,Has relevent experience,no_enrollment,Graduate,3,Oct-49,1,138,0
0.762,,Has relevent experience,no_enrollment,Graduate,6,<10,1,22,0
0.855,Male,No relevent experience,no_enrollment,Graduate,11,<10,2,6,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,10,,1,20,0
0.527,Female,Has relevent experience,no_enrollment,High School,7,Oct-49,1,13,0
0.92,,Has relevent experience,no_enrollment,Graduate,9,10000+,1,3,0
0.92,Male,No relevent experience,Full time course,High School,5,Oct-49,1,42,1
0.836,Male,Has relevent experience,no_enrollment,Graduate,>20,Oct-49,>4,10,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,10,10000+,1,28,0
0.92,,No relevent experience,no_enrollment,Primary School,5,,never,180,0
0.91,,Has relevent experience,Full time course,Graduate,6,10000+,1,194,0
0.924,Male,Has relevent experience,no_enrollment,Graduate,11,<10,1,84,0
0.92,Female,Has relevent experience,no_enrollment,Phd,>20,50-99,2,23,0
0.925,,Has relevent experience,no_enrollment,Masters,>20,,>4,106,0
0.92,Female,Has relevent experience,no_enrollment,Masters,>20,100-500,>4,38,0
0.855,Male,No relevent experience,Full time course,Graduate,2,,never,25,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,10,1000-4999,1,11,0
0.893,Male,No relevent experience,no_enrollment,High School,4,,1,82,0
0.807,Female,No relevent experience,no_enrollment,Masters,5,,1,94,0
0.789,Female,No relevent experience,Full time course,Phd,19,,>4,7,0
0.939,,No relevent experience,,Masters,6,500-999,>4,74,0
0.925,Male,Has relevent experience,no_enrollment,Graduate,6,Oct-49,1,105,0
0.92,Female,No relevent experience,Full time course,Graduate,9,,never,40,1
0.624,,Has relevent experience,no_enrollment,Masters,9,10000+,4,55,1
0.899,,No relevent experience,Part time course,High School,5,,never,160,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,3,50-99,3,6,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,>20,1000-4999,>4,76,0
0.855,Other,Has relevent experience,Full time course,Masters,8,10000+,1,176,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,>20,Oct-49,1,8,0
0.895,Male,Has relevent experience,no_enrollment,Graduate,>20,Oct-49,2,11,0
0.666,Male,Has relevent experience,no_enrollment,Graduate,14,50-99,1,26,0
0.579,Male,Has relevent experience,no_enrollment,Graduate,5,50-99,2,10,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,>20,50-99,>4,42,0
0.926,Male,Has relevent experience,no_enrollment,Masters,>20,500-999,never,16,0
0.92,Male,Has relevent experience,no_enrollment,Masters,15,50-99,>4,18,0
0.878,Male,No relevent experience,no_enrollment,High School,16,100-500,>4,32,0
0.55,Male,Has relevent experience,no_enrollment,Graduate,8,100-500,2,22,1
0.924,,No relevent experience,Full time course,Graduate,3,,1,26,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,19,1000-4999,>4,34,0
0.939,Male,Has relevent experience,no_enrollment,Masters,16,500-999,>4,50,0
0.913,Male,No relevent experience,no_enrollment,,3,,never,222,0
0.527,Male,Has relevent experience,no_enrollment,Graduate,2,,1,264,0
0.91,Male,Has relevent experience,,Masters,2,50-99,1,174,1
0.92,Male,Has relevent experience,Full time course,Graduate,7,,3,66,1
0.921,Male,No relevent experience,no_enrollment,Graduate,7,,never,44,1
0.624,Male,Has relevent experience,no_enrollment,Graduate,12,100-500,1,84,1
0.899,Male,Has relevent experience,no_enrollment,Graduate,12,100-500,1,39,0
0.92,Male,Has relevent experience,no_enrollment,Masters,>20,,1,150,1
0.939,Male,Has relevent experience,no_enrollment,Phd,14,Oct-49,2,13,0
0.754,Male,Has relevent experience,no_enrollment,Graduate,9,,2,133,1
0.887,Male,Has relevent experience,no_enrollment,Masters,8,100-500,3,70,0
0.926,Male,No relevent experience,Full time course,Graduate,5,Oct-49,1,61,0
0.91,Male,Has relevent experience,no_enrollment,High School,8,,1,65,0
0.624,Male,No relevent experience,Full time course,Graduate,5,,never,22,0
0.897,Male,Has relevent experience,no_enrollment,Masters,17,1000-4999,>4,92,1
0.624,,No relevent experience,no_enrollment,Masters,3,<10,,160,1
0.884,Male,Has relevent experience,no_enrollment,,6,100-500,1,14,0
0.55,Male,No relevent experience,Full time course,Graduate,5,,never,51,1
0.92,Male,No relevent experience,no_enrollment,Graduate,>20,,>4,78,0
0.624,,Has relevent experience,no_enrollment,Masters,11,,1,52,0
0.727,Male,Has relevent experience,no_enrollment,Graduate,5,100-500,1,43,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,>20,,4,40,0
0.92,Other,No relevent experience,Full time course,Graduate,9,,never,100,1
0.92,,No relevent experience,Full time course,Masters,5,<10,1,8,1
0.926,Male,Has relevent experience,no_enrollment,Graduate,11,50-99,never,50,0
0.92,Female,Has relevent experience,no_enrollment,Graduate,>20,1000-4999,1,280,0
0.766,,Has relevent experience,Part time course,Graduate,5,10000+,never,40,0
0.924,Male,No relevent experience,Full time course,Graduate,9,100-500,1,44,0
0.939,Male,Has relevent experience,no_enrollment,Graduate,3,,1,49,0
0.796,Male,Has relevent experience,Part time course,Graduate,8,50-99,1,234,0
0.896,Male,No relevent experience,Part time course,High School,5,<10,never,210,1
0.91,Female,Has relevent experience,no_enrollment,Masters,5,10000+,1,92,0
0.92,,No relevent experience,no_enrollment,Graduate,13,,>4,108,0
0.939,Male,Has relevent experience,Part time course,Graduate,>20,10000+,>4,35,0
0.939,Male,Has relevent experience,Full time course,High School,8,,>4,85,0
0.624,,No relevent experience,Full time course,High School,2,,never,130,0
